"Name","Source","Rarity","Type","Attunement","Properties","Weight","Value","Text"
"Icewind Dale Trinket","IDRotF","none","adventuring gear","","","","","Icewind Dale Trinketsd100Trinket01-04A small wooden figurine of a yawning walrus, painted in red and black05-08A pair of scrimshaw cufflinks with an image of a fisherman on a boat engraved on them09-12A small iron key with a frayed blue and gold cord tied to it13-16A small illustrated book of Northlander myths that has pages missing17-20A damaged scrimshaw cameo depicting a merfolk21-24A stone from a burial cairn with a tiny Dwarvish rune carved into it25-28A ripped cloth sail with a symbol you don't recognize29-32An Ulu knife with a scrimshaw handle33-36A jar containing an unidentifiable, sweet, sticky substance37-40A delicate glass ball painted with snowflakes, capped by a metal loop with a tiny hook attached to it41-44An expedition log with missing pages and a pressed flower used as a bookmark45-48An owl figurine carved from whalebone49-52A sewing box that smells of old wood and has three spools of blue thread inside53-56A scrimshaw-handled ink pen with black runic designs along its length57-60A brooch made from a small insect encased in amber61-64A scrimshaw pepper shaker etched with the letter W65-68An old, wooden-handled ice pick stained with blood that won't wash off69-72A fabric doll bearing an angry expression73-76A set of wind chimes made from seashells77-80A beautiful silver tin that, when opened, emits the smell of rotting fish81-84A bloodstained dreamcatcher made from fishing line, gold wire, and snowy owlbear feathers85-88A figurine of a polar bear made of ice that never melts89-92A snow globe that doesn't need to be shaken93-96A piece of sea glass shaped like a unicorn's horn97-00A dark blue scarf that gets lighter in shade the higher the altitude of the wearer"
"Ink (1-ounce bottle)","PHB","none","adventuring gear","","","","10 gp","Ink (1-ounce bottle)"
"Ink Pen","PHB","none","adventuring gear","","","","2 cp",""
"Insect Repellent (block of incense)","ToA","none","adventuring gear","","","","1 sp","Insect repellent can be purchased in Port Nyanzaru in two forms: blocks of incense or a greasy salve. The merchant prince Kwayothe controls the sale of both. Neither kind of repellent protects against giant insects or the vile swarms of insects described in appendix A of the Monster Manual.When lit, it burns for 8 hours and repels normal insects within a 20-foot-radius centered on it."
"Insect Repellent (greasy salve)","ToA","none","adventuring gear","","","","1 gp","Insect repellent can be purchased in Port Nyanzaru in two forms: blocks of incense or a greasy salve. The merchant prince Kwayothe controls the sale of both. Neither kind of repellent protects against giant insects or the vile swarms of insects described in appendix A of the Monster Manual.A gourd or vial of salve contains 20 applications of odorless grease. One application protects its wearer against normal insects for 24 hours. The salve is waterproof so it doesn't wash off in rain."
"Iron","PHB","none","trade good","","","1 lb.","1 sp",""
"Iron Pot","PHB","none","adventuring gear","","","10 lb.","2 gp","An iron pot holds 1 gallon of liquid."
"Iron Spike","PHB","none","adventuring gear","","","½ lb.","1 sp",""
"Iron Spikes (10)","PHB","none","adventuring gear","","","5 lb.","1 gp",""
"Jacinth","DMG","none","treasure","","","","5,000 gp","A transparent fiery orange gemstone."
"Jade","DMG","none","treasure","","","","100 gp","A translucent light green, deep green, or white gemstone."
"Jade game board with solid gold playing pieces","DMG","none","treasure","","","","7,500 gp",""
"Jasper","DMG","none","treasure","","","","50 gp","An opaque blue, black, or brown gemstone."
"Javelin","PHB","none","simple weapon, melee weapon","","1d6, piercing, - thrown (30/120 ft.)","2 lb.","5 sp","Thrown. If a weapon has the thrown property, you can throw the weapon to make a ranged attack. If the weapon is a melee weapon, you use the same ability modifier for that attack roll and damage roll that you would use for a melee attack with the weapon. For example, if you throw a handaxe, you use your Strength, but if you throw a dagger, you can use either your Strength or your Dexterity, since the dagger has the finesse property."
"Jet","DMG","none","treasure","","","","100 gp","An opaque deep black gemstone."
"Jeweled anklet","DMG","none","treasure","","","","2,500 gp",""
"Jeweled gold crown","DMG","none","treasure","","","","7,500 gp",""
"Jeweled platinum ring","DMG","none","treasure","","","","7,500 gp",""
"Jeweler's Tools","PHB","none","artisan's tools","","","2 lb.","25 gp","Training with jeweler's tools includes the basic techniques needed to beautify gems. It also gives you expertise in identifying precious stones. Components. Jeweler's tools consist of a small saw and hammer, files, pliers, and tweezers. Arcana. Proficiency with jeweler's tools grants you knowledge about the reputed mystical uses of gems. This insight proves handy when you make Arcana checks related to gems or gem-encrusted items. Investigation. When you inspect jeweled objects, your proficiency with jeweler's tools aids you in picking out clues they might hold. Identify Gems. You can identify gems and determine their value at a glance.Jeweler's ToolsActivityDCModify a gem's appearance15Determine a gem's history20See the Tool Proficiencies entry for more information."
"Jug","PHB","none","adventuring gear","","","4 lb.","2 cp","A jug holds 1 gallon of liquid."
"Keelboat","DMG","none","vehicle (water)","","Speed: 1 mphCarrying Capacity: 1/2 ton cargo, 6 passengersCrew 1, AC 15, HP 100, Damage Threshold 10","","3,000 gp","Keelboats and rowboats are used on lakes and rivers. If going downstream, add the speed of the current (typically 3 miles per hour) to the speed of the vehicle. These vehicles can't be rowed against any significant current, but they can be pulled upstream by draft animals on the shores."
"Ladder (10-foot)","PHB","none","adventuring gear","","","25 lb.","1 sp","Ladder (10-foot)"
"Lamp","PHB","none","adventuring gear","","","1 lb.","5 sp","A lamp casts bright light in a 15-foot radius and dim light for an additional 30 feet. Once lit, it burns for 6 hours on a flask (1 pint) of oil."
"Lance","PHB","none","martial weapon, melee weapon","","1d12, piercing, - reach, special","6 lb.","10 gp","Special. You have disadvantage when you use a lance to attack a target within 5 feet of you. Also, a lance requires two hands to wield when you aren't mounted. Reach. This weapon adds 5 feet to your reach when you attack with it. This property also determines your reach for opportunity attacks with a reach weapon."
"Lapis Lazuli","DMG","none","treasure","","","","10 gp","An opaque light and dark blue with yellow flecks gemstone."
"Large gold bracelet","DMG","none","treasure","","","","250 gp",""
"Large well-made tapestry","DMG","none","treasure","","","","250 gp",""
"Laser Pistol","DMG","none","firearm, futuristic, martial weapon, ranged weapon","","3d6, radiant, - ammunition (30/120 ft.), reload (50 shots)","2 lb.","","Ammunition. You can use a weapon that has the ammunition property to make a ranged attack only if you have ammunition to fire from the weapon. Each time you attack with the weapon, you expend one piece of ammunition. Drawing the ammunition from a quiver, case, or other container is part of the attack. Loading a one-handed weapon requires a free hand. The ammunition of a firearm is destroyed upon use.If you use a weapon that has the ammunition property to make a melee attack, you treat the weapon as an improvised weapon. A sling must be loaded to deal any damage when used in this way. Reload. A limited number of shots can be made with a weapon that has the reload property. A character must then reload it using an action or a bonus action (the character's choice)."
"Laser Rifle","DMG","none","firearm, futuristic, martial weapon, ranged weapon","","3d8, radiant, - ammunition (100/300 ft.), reload (30 shots), two-handed","7 lb.","","Ammunition. You can use a weapon that has the ammunition property to make a ranged attack only if you have ammunition to fire from the weapon. Each time you attack with the weapon, you expend one piece of ammunition. Drawing the ammunition from a quiver, case, or other container is part of the attack. Loading a one-handed weapon requires a free hand. The ammunition of a firearm is destroyed upon use.If you use a weapon that has the ammunition property to make a melee attack, you treat the weapon as an improvised weapon. A sling must be loaded to deal any damage when used in this way. Reload. A limited number of shots can be made with a weapon that has the reload property. A character must then reload it using an action or a bonus action (the character's choice). Two-Handed. This weapon requires two hands to use. This property is relevant only when you attack with the weapon, not when you simply hold it."
